,Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
1505,2001-10-29 00:00:00,RENEW HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,584.37
1506,1988-02-29 00:00:00,RENEWI PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,607.69
1507,1984-11-16 00:00:00,RENISHAW PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,3157.57
1508,1946-06-02 00:00:00,RENOLD PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,55.23
1509,2005-06-21 00:00:00,RENTOKIL INITIAL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,10087.06
1510,2017-07-12 00:00:00,RESIDENTIAL SECURE INCOME PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,204.61
1511,2019-06-20 00:00:00,RESOLUTE MINING LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,176.63
1512,1969-01-17 00:00:00,RESTAURANT GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,387.5
1513,2005-06-30 00:00:00,RESTORE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,615.03
1514,2015-03-18 00:00:00,REVOLUTION BARS GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,33.64
1515,2021-07-19 00:00:00,REVOLUTION BEAUTY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,164.16
1516,2017-10-27 00:00:00,RHI MAGNESITA N.V.,Basic Materials,Chemicals,Netherlands,Europe,MAIN MARKET ,Yes,1058.42
1517,1962-04-05 00:00:00,RICARDO PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,257.58
1518,2008-11-05 00:00:00,RICOH CO LTD,Technology,Technology,Japan,Asia,ADMISSION TO TRADING ONLY ,Yes,4208.66
1519,2006-03-15 00:00:00,RIGHTMOVE PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,5356.19
1520,1966-07-28 00:00:00,RIGHTS & ISSUES INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,164.65
1521,1973-11-01 00:00:00,RIO TINTO PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,61842.69
1522,1988-08-01 00:00:00,RIT CAPITAL PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,3977.84
1523,2014-12-02 00:00:00,RIVER AND MERCANTILE UK MICRO CAP INVESTMENT COMPANY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,55.93
1524,2005-11-25 00:00:00,RIVERFORT GLOBAL OPPORTUNITIES PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,7.17
1525,2019-05-28 00:00:00,RIVERSTONE CREDIT OPPORTUNITIES INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,64.31
1526,2013-10-29 00:00:00,RIVERSTONE ENERGY LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,354.86
1527,2016-12-15 00:00:00,RM INFRASTRUCTURE INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,106.35
1528,1994-12-14 00:00:00,RM PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,83.88
1529,2000-07-13 00:00:00,ROBERT WALTERS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,416.64
1530,2004-04-06 00:00:00,ROBINSON PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,12.98
1531,2012-03-02 00:00:00,ROCKFIRE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,4.37
1532,2005-08-15 00:00:00,ROCKHOPPER EXPLORATION PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,45.21
1533,2017-07-12 00:00:00,ROCKPOOL ACQUISITIONS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.6
1534,1999-10-28 00:00:00,ROCKWOOD STRATEGIC PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,35.32
1535,2005-03-31 00:00:00,ROEBUCK FOOD GROUP PUBLIC LIMITED COMPANY,Industrials,Industrial Goods and Services,Ireland,Europe,AIM ,Yes,3.91
1536,1987-05-20 00:00:00,ROLLS-ROYCE HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,7469.75
1537,2021-03-22 00:00:00,ROQUEFORT THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,6.11
1538,2011-04-13 00:00:00,ROS AGRO PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Cyprus,Europe,MAIN MARKET ,Yes,-
1539,2006-07-19 00:00:00,ROSNEFT OIL COMPANY ,Energy,Energy,Russian Federation,Europe,MAIN MARKET ,Yes,-
1540,1973-03-25 00:00:00,ROSS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,3.87
1541,2014-04-29 00:00:00,ROSSLYN DATA TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,5.95
1542,2005-08-30 00:00:00,ROTALA PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,15.01
1543,1968-07-23 00:00:00,ROTORK PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,2237.21
1544,2020-11-13 00:00:00,ROUND HILL MUSIC ROYALTY FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,665.87
1545,2013-10-15 00:00:00,ROYAL MAIL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,2704.12
1546,1995-04-10 00:00:00,RPS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,313.59
1547,2007-12-20 00:00:00,R&Q INSURANCE HOLDINGS LTD,Financials,Insurance,Bermuda,North America,AIM ,Yes,358.53
1548,1993-10-13 00:00:00,RSA INSURANCE GROUP LIMITED,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,133.13
1549,1967-06-01 00:00:00,RS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,4865.78
1550,1998-06-15 00:00:00,RTC GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,3.15
1551,2019-10-30 00:00:00,RTW VENTURE FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,218.76
1552,2002-12-18 00:00:00,RUA LIFE SCIENCES PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,7.32
1553,2004-07-08 00:00:00,RUFFER INVESTMENT COMPANY LTD,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,971.24
1554,2006-01-06 00:00:00,RURELEC PLC,Utilities,Utilities,United Kingdom,Europe,AIM ,No,2.95
1555,2003-11-11 00:00:00,RWS HOLDINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1493.1
1556,2016-12-29 00:00:00,S4 CAPITAL PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,709.75
1557,2006-12-20 00:00:00,SABIEN TECHNOLOGY GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,2.39
1558,2017-12-06 00:00:00,SABRE INSURANCE GROUP PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,273.5
1559,2014-05-02 00:00:00,SAFESTAY PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,9.38
1560,2007-03-14 00:00:00,SAFESTORE HOLDINGS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,2403.43
1561,2013-12-11 00:00:00,SAFESTYLE UK PLC,Consumer Discretionary,Retail ,Jersey,Europe,AIM ,No,53.3
1562,2014-05-29 00:00:00,SAGA PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,221.73
1563,2013-06-10 00:00:00,SAGE GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,7176.23
1564,2021-07-07 00:00:00,SAIETTA GROUP PLC,Consumer Discretionary,Automobiles and Parts,United Kingdom,Europe,AIM ,No,123.46
1565,1975-07-11 00:00:00,SAINSBURY (J) PLC,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",United Kingdom,Europe,MAIN MARKET ,No,5179.73
1566,1995-06-28 00:00:00,SAMSUNG ELECTRONICS CO LTD (ATT),Technology,Technology,South Korea,Asia,MAIN MARKET / ADMISSION TO TRADING ONLY ,Yes,-
1567,2005-08-05 00:00:00,SANCUS LENDING GROUP LIMITED,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET / AIM ,No,17.7
1568,2003-04-15 00:00:00,SANDERSON DESIGN GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,76.31
1569,2016-09-21 00:00:00,SAN LEON ENERGY PLC,Energy,Energy,Ireland,Europe,AIM ,Yes,184.24
1570,2015-04-01 00:00:00,SANNE GROUP PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,1498.15
1571,1000-07-17 00:00:00,SANTANDER UK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,-
1572,2004-10-11 00:00:00,SAREUM HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,129.33
1573,2014-08-01 00:00:00,SAVANNAH ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,444.07
1574,2010-11-01 00:00:00,SAVANNAH RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,51.51
1575,2006-05-11 00:00:00,SAVILLS PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,1717.73
1576,2010-07-30 00:00:00,SCANCELL HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,109.04
1577,2014-03-28 00:00:00,SCHOLIUM GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,5.71
1578,1987-11-26 00:00:00,SCHRODER ASIAN TOTAL RETURN INVESTMENT COMPANY PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,447.03
1579,1995-11-20 00:00:00,SCHRODER ASIAPACIFIC FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,856.06
1580,2020-12-01 00:00:00,SCHRODER BRITISH OPPORTUNITIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,56.55
1581,2020-12-22 00:00:00,SCHRODER BSC SOCIAL IMPACT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,90.01
1582,2015-12-09 00:00:00,SCHRODER EUROPEAN REAL ESTATE INVESTMENT TRUST PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,127.85
1583,1995-03-09 00:00:00,SCHRODER INCOME GROWTH FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,207.7
1584,1994-07-11 00:00:00,SCHRODER JAPAN GROWTH FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,246.44
1585,2005-07-28 00:00:00,SCHRODER ORIENTAL INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,682.65
1586,2004-07-16 00:00:00,SCHRODER REAL ESTATE INVESTMENT TRUST LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,265.67
1587,1959-09-30 00:00:00,SCHRODERS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,8133.98
1588,1983-05-18 00:00:00,SCHRODER UK MID CAP FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,199.19
1589,2015-04-21 00:00:00,SCHRODER UK PUBLIC PRIVATE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,184.18
1590,2008-07-08 00:00:00,SCIENCE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,183.36
1591,2013-08-09 00:00:00,SCIENCE IN SPORT PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,43.12
1592,2007-04-12 00:00:00,SCIROCCO ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,2.35
1593,2017-06-26 00:00:00,SCOTGEMS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,41.49
1594,2010-02-24 00:00:00,SCOTGOLD RESOURCES LIMITED,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,43.15
1595,1953-02-26 00:00:00,SCOTTISH AMERICAN INVESTMENT CO. PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,888.56
1596,1952-08-20 00:00:00,SCOTTISH INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,562.47
1597,1986-06-27 00:00:00,SCOTTISH MORTGAGE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,12400.95
1598,1995-03-29 00:00:00,SCOTTISH ORIENTAL SMALLER COMPANIES TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,276.28
1599,2015-01-28 00:00:00,SCS GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,53.42
1600,2018-12-11 00:00:00,SDCL ENERGY EFFICIENCY INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1218.05
1601,2020-10-19 00:00:00,"SDIC POWER HOLDINGS CO., LTD",Utilities,Utilities,China,Asia,MAIN MARKET ,Yes,-
1602,2008-12-08 00:00:00,SDI GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,170.16
1603,2018-01-08 00:00:00,SDV 2025 ZDP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
1604,2019-05-28 00:00:00,SDX ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,20.46
1605,2015-11-17 00:00:00,SEALAND CAPITAL GALAXY LIMITED,Technology,Technology,Cayman Islands,North America,MAIN MARKET ,Yes,2.1
1606,2015-09-23 00:00:00,SECURED INCOME FUND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,6.71
1607,2007-08-01 00:00:00,SECURE PROPERTY DEVELOPMENT & INVESTMENT PLC,Real Estate,Real Estate ,Cyprus,Europe,AIM ,Yes,8.07
1608,2011-11-02 00:00:00,SECURE TRUST BANK PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,233.44
1609,2005-06-28 00:00:00,SECURITIES TRUST OF SCOTLAND PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,228.6
1610,2006-03-15 00:00:00,SEED INNOVATIONS LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,9.15
1611,2017-09-21 00:00:00,SEEEN PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,5
1612,2005-12-01 00:00:00,SEEING MACHINES LIMITED,Technology,Technology,Australia,Pacific,AIM ,Yes,228.4
1613,1949-12-01 00:00:00,SEGRO PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,13239.54
1614,2002-04-19 00:00:00,SENECA GROWTH CAPITAL VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,15.86
1615,1947-02-16 00:00:00,SENIOR PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,609
1616,2014-04-14 00:00:00,SEPLAT ENERGY PLC,Energy,Energy,Nigeria,Africa,MAIN MARKET ,Yes,729.67
1617,2015-03-03 00:00:00,SEQUOIA ECONOMIC INFRASTRUCTURE INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,1550.03
1618,2005-05-10 00:00:00,SERABI GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,27.26
1619,2021-07-14 00:00:00,SERAPHIM SPACE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,193.9
1620,2021-07-13 00:00:00,SERAPHINE GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,13.87
1621,1988-05-12 00:00:00,SERCO GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,2253.05
1622,2005-12-13 00:00:00,SERICA ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,1029.29
1623,2018-05-18 00:00:00,SERINUS ENERGY PLC,Energy,Energy,Jersey,Europe,AIM ,No,12.04
1624,1995-06-08 00:00:00,SEVERFIELD PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,182.01
1625,1989-12-12 00:00:00,SEVERN TRENT PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,7410.07
1626,1987-10-20 00:00:00,SHAFTESBURY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,1928.76
1627,2005-07-11 00:00:00,SHANTA GOLD LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,105.85
1628,2005-02-01 00:00:00,SHEARWATER GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,32.99
1629,2017-12-18 00:00:00,SHEFA GEMS LTD,Basic Materials,Basic Resources,Israel,Middle East,MAIN MARKET ,Yes,4.65
1630,2005-07-20 00:00:00,SHELL PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,160067.87
1631,2017-07-12 00:00:00,SHERBORNE INVESTORS (GUERNSEY) C LIMITED,,,Guernsey,Europe,MAIN MARKET ,No,-
1632,2016-02-26 00:00:00,SHIELD THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,13.84
1633,1972-01-26 00:00:00,SHIRES INCOME PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,81.38
1634,2014-05-23 00:00:00,SHOE ZONE PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,95
1635,2005-08-03 00:00:00,SIGMAROC PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,394.44
1636,1989-05-18 00:00:00,SIG PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,430.09
1637,2021-06-28 00:00:00,SILVER BULLET DATA SERVICES GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,14.33
1638,2014-02-20 00:00:00,SIMEC ATLANTIS ENERGY LIMITED,Energy,Energy,Singapore,Asia,AIM ,Yes,13.19
1639,2007-05-04 00:00:00,SIRIUS REAL ESTATE LD,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,1119.41
1640,2005-02-14 00:00:00,SISTEMA PJSFC,Financials,Financial Services ,Russian Federation,Europe,MAIN MARKET ,Yes,-
1641,2021-07-22 00:00:00,SIVOTA PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1.65
1642,2021-12-01 00:00:00,SKILLCAST GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,21.02
1643,2017-04-05 00:00:00,SKINBIOTHERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,42.33
1644,1995-04-03 00:00:00,SK TELECOM CO LD,Telecommunications,Telecommunications,South Korea,Asia,MAIN MARKET ,Yes,-
1645,2014-07-14 00:00:00,SLF REALISATION FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,32.39
1646,2005-05-24 00:00:00,SLINGSBY (H.C.) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,2.26
1647,1973-03-25 00:00:00,SMART (J.) & CO. (CONTRACTORS) PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,65.68
1648,2011-07-08 00:00:00,SMART METERING SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,1253.86
1649,2006-09-06 00:00:00,SMARTSPACE SOFTWARE PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,13.75
1650,2015-11-30 00:00:00,SME CREDIT REALISATION FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,36.51
1651,2012-07-02 00:00:00,SMITH (DS) PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,4007.85
1652,1937-02-23 00:00:00,SMITH & NEPHEW PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,9139.16
1653,1950-12-20 00:00:00,SMITHS GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,5599.99
1654,2006-08-30 00:00:00,SMITHS NEWS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,82.35
1655,2018-10-19 00:00:00,SMITHSON INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2430.16
1656,2014-07-28 00:00:00,SMOOVE PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,43.79
1657,2007-03-20 00:00:00,SMURFIT KAPPA GROUP PLC,Industrials,Industrial Goods and Services,Ireland,Europe,MAIN MARKET ,Yes,7723.02
1658,2014-07-04 00:00:00,SOCIETATEA ENERGETICA ELECTRICA SA,Utilities,Utilities,Romania,Europe,MAIN MARKET ,Yes,-
1659,2013-11-12 00:00:00,"SOCIETATEA NATIONALA DE GAZE NATURALE ""ROMGAZ"" S.A.",Energy,Energy,Romania,Europe,MAIN MARKET ,Yes,-
1660,2015-11-13 00:00:00,SOFTCAT PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,2780.84
1661,2021-10-27 00:00:00,SOFTLINE HOLDING PLC,Technology,Technology,Cyprus,Europe,MAIN MARKET ,Yes,-
1662,2006-02-10 00:00:00,SOLGOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,582.97
1663,1996-06-26 00:00:00,SOLID STATE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,97.02
1664,2006-11-01 00:00:00,SOMERO ENTERPRISE INC.,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,236.29
1665,1996-09-10 00:00:00,SOPHEON PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,55.76
1666,2005-03-31 00:00:00,SOSANDAR PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,47.05
1667,2006-07-13 00:00:00,SOUND ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,26.81
1668,2020-10-29 00:00:00,SOURCEBIO INTERNATIONAL PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,89.02
1669,2015-05-26 00:00:00,SOUTH32 LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,10113.12
1670,2021-08-10 00:00:00,SOUTHERN ENERGY CORP.,Energy,Energy,Canada,North America,AIM ,Yes,41.82
1671,2021-12-14 00:00:00,SOVEREIGN METALS LIMITED,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,111.5
1672,2004-12-31 00:00:00,SPACEANDPEOPLE PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,1.9
1673,2021-06-22 00:00:00,"SPECTRAL MD HOLDINGS, LTD",Health Care ,Health Care  ,United States,North America,AIM ,Yes,48.31
1674,2011-07-25 00:00:00,SPECTRA SYSTEMS CORPORATION,Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,59.28
1675,1988-11-29 00:00:00,SPECTRIS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,3290.85
1676,1993-10-18 00:00:00,SPEEDY HIRE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,233.17
1677,2013-06-03 00:00:00,SPIRAX-SARCO ENGINEERING PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,8803.98
1678,2014-07-23 00:00:00,SPIRE HEALTHCARE GROUP PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,958.85
1679,1955-07-13 00:00:00,SPIRENT COMMUNICATIONS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,1723.89
1680,2022-07-08 00:00:00,SPIRITUS MUNDI PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.83
1681,2000-09-05 00:00:00,SPORTECH PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,22.3
1682,2017-10-16 00:00:00,SPRINGFIELD PROPERTIES PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,156.97
1683,2005-11-02 00:00:00,SRT MARINE SYSTEMS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,56.01
1684,1991-06-18 00:00:00,SSE PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,18876.62
1685,2014-07-15 00:00:00,SSP GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,2024.52
1686,2004-12-08 00:00:00,STAFFLINE GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,AIM ,No,74.57
1687,1970-02-02 00:00:00,STANDARD CHARTERED PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,16744.46
1688,2000-09-19 00:00:00,STANLEY GIBBONS GROUP PLC,Consumer Discretionary,Retail ,Jersey,Europe,AIM ,No,6.83
1689,2019-01-31 00:00:00,STARCREST EDUCATION LIMITED,Financials,Financial Services ,Cayman Islands,North America,MAIN MARKET ,Yes,10.89
1690,2007-10-23 00:00:00,STAR PHOENIX GROUP LTD,Energy,Energy,Australia,Pacific,AIM ,Yes,2.04
1691,2000-09-05 00:00:00,STARVEST PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,6.99
1692,2012-12-17 00:00:00,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,374.23
1693,1996-10-11 00:00:00,STATE BANK OF INDIA,Financials,Banks,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
1694,1996-03-15 00:00:00,STEEL AUTHORITY OF INDIA LD,Basic Materials,Basic Resources,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
1695,2021-11-04 00:00:00,STELRAD GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,252.16
1696,2005-09-15 00:00:00,STEPPE CEMENT LTD,Industrials,Construction and Materials,Malaysia,Asia,AIM ,Yes,75.01
1697,2005-11-16 00:00:00,STHREE PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,503.61
1698,1996-08-27 00:00:00,ST. JAMES'S PLACE PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,6675.16
1699,2007-03-28 00:00:00,STM GROUP PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,14
1700,2017-01-13 00:00:00,STRANGER HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2
